SKU,Name,Name,Brand,RegularPrice,SalePrice,Size,Categories,Images,Gallery,Description,Link
2586253,La Vie Est Belle Travel Spray,La Vie Est Belle Travel Spray,Lancôme,"447000,000",,0.33 oz / 10 mL,Nữ,https://www.sephora.com/productimages/sku/s2586253-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2586253-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p484054-av-8-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p484054-av-8-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p484054-av-6-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p484054-av-6-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p484054-av-5-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p484054-av-5-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p484054-av-7-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p484054-av-7-zoom.jpg?imwidth=96 2x,"<p><strong>Nhóm hương:</strong> Ấm áp &amp; Cay nồng</p><p><br></p><p><strong>Loại mùi hương:</strong> Ấm áp &amp; Ngọt ngào Gourmands</p><p><br></p><p><strong>Ghi chú chính:</strong> Diên vĩ hoắc hương vani</p><p><br></p><p><strong>Mô tả hương thơm:</strong> Loại nước hoa này kết hợp giữa diên vĩ hoắc hương đất có nguồn gốc bền vững ở Bali và vani ấm áp với đường kéo sợi để lại một vệt gợi cảm. Đây là bó hoa gourmand pha trộn các thành phần đáng chú ý nhất để tạo nên một hương thơm lâu dài và mang tính biểu tượng.</p><p><br></p><p><strong>Về chai:</strong> Nghệ thuật nước hoa Pháp được thể hiện trong một chai nước hoa độc đáo nắm bắt được bản chất của hạnh phúc dưới hình dạng một nụ cười hình thành ở đáy chai. </p><p><br></p><p><strong class=""ql-size-normal"">Về hương thơm:</strong><span class=""ql-size-normal"" style=""font-family: var(--default-font-family);""> ""La vie est belle"" một thành ngữ tiếng Pháp có nghĩa là ""cuộc sống tươi đẹp"" là về việc lựa chọn con đường riêng của bạn để đạt được hạnh phúc và truyền cảm hứng cho người khác. Đây là một loại nước hoa vượt thời gian được chế tác độc quyền bởi hai nhà chế tạo nước hoa nổi tiếng người Pháp Anne Flipo và Dominique Ropion nơi mỗi lần xịt sẽ mở ra một ngày tươi đẹp.</span></p>",https://www.sephora.com/product/lancome-la-vie-est-belle-travel-spray-P484054?skuId=2586253&amp;icid2=products grid:p484054:product
2590503,REPLICA’ On A Date Eau de Toilette,REPLICA’ On A Date Eau de Toilette,Maison Margiela,"2104000,000",,3.4 oz / 100 mL eau de toilette spray,Nữ,https://www.sephora.com/productimages/sku/s2590503-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2590503-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p503905-av-2-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p503905-av-2-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p503905-av-6-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p503905-av-6-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p503905-av-4-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p503905-av-4-zoom.jpg?imwidth=96 2x,"<p><strong>Nhóm hương:</strong> Hương hoa</p><p><br></p><p><strong>Loại mùi hương:</strong> Hương hoa ấm áp</p><p><br></p><p><strong>Hương chính:</strong> Hương rượu lý chua đen cánh hoa hồng Isparta hoắc hương</p><p><br></p><p><strong>Mô tả mùi hương:</strong> <span style=""font-family: Montserrat Helvetica Arial sans-serif; color: var(--attrpanel-color-text #1a2028); font-size: var(--font-size-sm 12px); background-color: var(--palette-white #ffffff);"">Một mùi hương hoa gợi lại những ký ức về tình yêu. Hương trái cây lấp lánh và gây nghiện của lý chua đen hoa hồng Isparta tinh tế trên đỉnh hoắc hương gợi cảm đưa bạn đến một vườn nho hẹn hò đắm mình trong ánh sáng giờ vàng. </span></p><p><br></p><p><strong>Về Chai:</strong> Lấy cảm hứng từ vẻ ngoài của lọ thuốc cổ điển chai nước hoa sang trọng này có nhãn bằng cotton với dòng chữ mực đen và một vòi bơm độc đáo được quấn bằng dây thừng như một sự tôn vinh dành cho dòng thời trang cao cấp ban đầu. Mùi hương eau de toilette độc đáo bên trong được phản ánh qua bức ảnh Polaroid chụp một vườn nho được in trên hộp carton bên ngoài.</p><p><br></p><p><strong>Về Mùi hương: </strong><span style=""background-color: var(--palette-white #ffffff);"">Sự kết hợp giữa sự gợi cảm tinh tế và ngọt ngào được đưa đến những vườn nho rực rỡ dưới ánh hoàng hôn của Provence vào một buổi tối cuối hè hương thơm của nho chín và hoa hồng tươi tràn ngập không khí. </span><strong style=""background-color: var(--palette-white #ffffff);""> </strong></p>",https://www.sephora.com/product/maison-margiela-replica-on-date-P503905?skuId=2590503&amp;icid2=products grid:p503905:product
2591170,Paradoxe Eau de Parfum,Paradoxe Eau de Parfum,Prada,"2104000,000",,3 oz / 90 mL,Nữ,https://www.sephora.com/productimages/sku/s2591170-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2591170-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p501198-av-1-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p501198-av-1-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p501198-av-2-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p501198-av-2-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p501198-av-4-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p501198-av-4-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hoa<br><br><b>Loại mùi hương:</b> Hoa ấm áp<br><br><b>Ghi chú chính:</b> Nụ hoa cam đắng Hổ phách trắng Xạ hương trắng<br><br><b>Mô tả mùi hương:</b> Đây là loại nước hoa hương hoa hổ phách tái tạo sự tươi mát với chiết xuất nụ hoa cam đắng để lưu giữ hương thơm tươi mát của hoa sự gợi cảm với hổ phách chuyển đổi sinh học để bộc lộ sự ấm áp sống động và cường độ thông qua phân tử xạ hương mang tính cách mạng để tạo nên một vệt hương mãnh liệt nhưng tinh tế.<br><br><b>Về chai:</b> Chai nước hoa có thể nạp lại này tái tạo lại mã biểu tượng nhất của thương hiệu Prada: logo hình tam giác. Nghiêng nhưng vẫn mạnh mẽ hình dạng cơ bản của chai được làm mềm mại hơn nhờ các cạnh bo tròn trong khi màu hồng san hô của nước hoa tương phản với nắp đen và huy hiệu Prada. Các chai nước hoa được thiết kế để hạn chế sử dụng thủy tinh và hộp được chứng nhận FSC™ MIX đảm bảo lựa chọn giấy và bìa cứng bền vững. Toàn bộ dòng sản phẩm Prada Paradoxe đều có thể nạp lại giúp giảm vật liệu đóng gói. Một chai Prada Paradoxe 50 mL và một chai nạp lại 100 mL sử dụng ít hơn 40 phần trăm vật liệu so với ba chai 50 mL. Bao gồm 29 phần trăm thủy tinh 67 phần trăm kim loại 46 phần trăm nhựa và 39 phần trăm bìa cứng.<br><br><b>Về hương thơm:</b> Loại nước hoa nữ tính hương hoa dành cho phụ nữ này là lời mời gọi khám phá và thể hiện những chiều kích nghịch lý của phụ nữ. Trải nghiệm sự tôn vinh của việc thể hiện bản thân và sự giải phóng đến từ việc không bao giờ giống nhau luôn là chính mình.,https://www.sephora.com/product/paradoxe-eau-de-parfum-P501198?skuId=2591170&amp;icid2=products grid:p501198:product
2591196,Paradoxe Eau de Parfum Travel Spray,Paradoxe Eau de Parfum Travel Spray,Prada,"447000,000",,0.33 oz / 10 mL eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2591196-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2591196-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2591196-av-3-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2591196-av-3-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2591196-av-2-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2591196-av-2-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hoa<br><br><b>Loại mùi hương:</b> Hoa ấm áp<br><br><b>Ghi chú chính:</b> Nụ hoa cam đắng Hổ phách trắng Xạ hương trắng<br><br><b>Mô tả mùi hương:</b> Đây là loại nước hoa hương hoa hổ phách tái tạo sự tươi mát với chiết xuất nụ hoa cam đắng để lưu giữ hương thơm tươi mát của hoa sự gợi cảm với hổ phách chuyển đổi sinh học để bộc lộ sự ấm áp sống động và cường độ thông qua phân tử xạ hương mang tính cách mạng để tạo nên một vệt hương mãnh liệt nhưng tinh tế.<br><br><b>Về chai:</b> Chai nước hoa có thể nạp lại này tái tạo lại mã biểu tượng nhất của thương hiệu Prada: logo hình tam giác. Nghiêng nhưng vẫn mạnh mẽ hình dạng cơ bản của chai được làm mềm mại hơn nhờ các cạnh bo tròn trong khi màu hồng san hô của nước hoa tương phản với nắp đen và huy hiệu Prada. Các chai nước hoa được thiết kế để hạn chế sử dụng thủy tinh và hộp được chứng nhận FSC™ MIX đảm bảo lựa chọn giấy và bìa cứng bền vững. Toàn bộ dòng sản phẩm Prada Paradoxe đều có thể nạp lại giúp giảm vật liệu đóng gói. Một chai Prada Paradoxe 50 mL và một chai nạp lại 100 mL sử dụng ít hơn 40 phần trăm vật liệu so với ba chai 50 mL. Bao gồm 29 phần trăm thủy tinh 67 phần trăm kim loại 46 phần trăm nhựa và 39 phần trăm bìa cứng.<br><br><b>Về hương thơm:</b> Loại nước hoa nữ tính hương hoa dành cho phụ nữ này là lời mời gọi khám phá và thể hiện những chiều kích nghịch lý của phụ nữ. Trải nghiệm sự tôn vinh của việc thể hiện bản thân và sự giải phóng đến từ việc không bao giờ giống nhau luôn là chính mình.,https://www.sephora.com/product/paradoxe-eau-de-parfum-travel-spray-P501173?skuId=2591196&amp;icid2=products grid:p501173:product
2594158,Santal Blush Eau de Parfum Fragrance,Santal Blush Eau de Parfum Fragrance,TOM FORD,"2487000,000",,1 oz / 30 mL eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2594158-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2594158-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2594158-av-9-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2594158-av-9-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2594158-av-10-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2594158-av-10-zoom.jpg?imwidth=96 2x,"<b>Nhóm hương:</b> Hương đất & Hương gỗ<br><br><b>Loại mùi hương:</b> Hương gỗ ấm áp<br><br><b>Ghi chú chính:</b> Tinh dầu vỏ quế Hoa ngọc lan tây Gỗ đàn hương Úc<br><br><b>Mô tả mùi hương:</b> Mùi hương này là hương gỗ phương Đông cay nồng mê hoặc với sự kết hợp có kết cấu của gỗ đàn hương kem và các loại gia vị phương Đông kỳ lạ được tăng cường với hương hoa sang trọng và gỗ xa hoa. Loại nước hoa này quyến rũ với hương đất hiện đại và sự ấm áp của làn da thứ hai.<br><br><b>Về chai:</b> Nước hoa Santal Blush Eau De Parfum được chứa trong một phiên bản rõ ràng của chai Private Blend mang tính biểu tượng để lộ hương nước hoa nguyên chất. Chai nước hoa có vẻ ngoài bóng bẩy kiến trúc như một quân cờ vua mang đến vẻ đẹp xa hoa cho bàn trang điểm hoặc khu vực chải chuốt.<br><br><b>Về hương thơm:</b> ""Sự kết hợp có kết cấu của gỗ đàn hương kem và các loại gia vị phương Đông kỳ lạ hòa quyện với gỗ và hoa xa hoa để tạo nên vẻ quyến rũ nhẹ nhàng trần trụi với một tinh thần bí ẩn."" —TOM FORD",https://www.sephora.com/product/santal-blush-P393159?skuId=2594158&amp;icid2=products grid:p393159:product
2599900,VANILLA | 28 Eau de Parfum Travel Spray,VANILLA | 28 Eau de Parfum Travel Spray,KAYALI,"370000,000",,.34 oz / 10 mL eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2599900-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599900-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2599900-av-6-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599900-av-6-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2599900-av-7-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599900-av-7-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2599900-av-5-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599900-av-5-zoom.jpg?imwidth=96 2x,"<b>Nhóm hương:</b> Ấm áp &amp; Cay nồng<br><br><b>Loại mùi hương:</b> Ấm áp &amp; Ngọt ngào Gourmands<br><br><b>Ghi chú chính:</b> Hoa lan vani Tonka Absolute Amber Woods<br><br><b>Mô tả hương thơm:</b> VANILLA | 28 là kiệt tác của sắc thái tinh tế và trau chuốt. Sự kết hợp lâu đời của hoa nhài kem và hoa lan vani Madagascar đậm đà mang đến sự mềm mại ngọt ngào của đậu tonka Brazil. Hương phương Đông cân bằng tuyệt đẹp của xạ hương hổ phách hoắc hương và đường nâu tạo nên lớp nền gỗ đặc trưng của mùi hương tuyệt đỉnh này.<br><br>Con số 28 biểu thị 28 vòng công thức cần có để đạt được sự cân bằng hoàn hảo giữa ngọt ngào và ấm áp.<br><br><b>Về chai:</b> Là cách hoàn hảo để thử hoặc đi du lịch cùng KAYALI chai nhỏ gọn này vừa vặn trong túi của bạn để mang theo khi di chuyển.<br><br><b>Về mùi hương:</b> ""Vẻ đẹp riêng biệt là điều chúng tôi rất đam mê và KAYALI chính là khám phá mùi hương độc đáo của riêng bạn. Một mùi hương cho mọi tầng lớp của bạn.""—Mona Kattan",https://www.sephora.com/product/huda-beauty-kayali-vanilla-|-28-travel-spray-P468450?skuId=2599900&amp;icid2=products grid:p468450:product
2599900,VANILLA | 28 Eau de Parfum,VANILLA | 28 Eau de Parfum,KAYALI,"370000,000",,.34 oz / 10 mL eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2599900-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599900-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2599900-av-6-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599900-av-6-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2599900-av-7-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599900-av-7-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2599900-av-5-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599900-av-5-zoom.jpg?imwidth=96 2x,"<p><strong>Nhóm hương:</strong> Ấm áp &amp; Cay nồng</p><p><br></p><p><strong>Loại mùi hương:</strong> Ấm áp &amp; Ngọt ngào Gourmands</p><p><br></p><p><strong>Ghi chú chính:</strong> Hoa lan vani tinh dầu Tonka gỗ hổ phách</p><p><br></p><p><strong>Mô tả hương thơm:</strong> Thu hút các giác quan với VANILLA | 28 một kiệt tác của sắc thái tinh tế và trau chuốt. Sự kết hợp lâu đời của hoa nhài kem và hoa lan vani Madagascar đậm đà gợi lên sự mềm mại ngọt ngào của đậu tonka Brazil. Những nốt hương phương Đông cân bằng tuyệt đẹp của xạ hương hổ phách hoắc hương và đường nâu tạo nên lớp hương gỗ đặc trưng của mùi hương tuyệt đỉnh này.</p><p><br></p><p>Con số 28 biểu thị 28 vòng công thức cần có để đạt được sự cân bằng hoàn hảo giữa ngọt ngào và ấm áp.</p><p><br></p><p><strong>Về hương thơm:</strong> KAYALI dịch từ tiếng Ả Rập có nghĩa là 'trí tưởng tượng của tôi' giới thiệu một bộ sưu tập các loại nước hoa quyến rũ được làm thủ công tại Pháp bằng những thành phần xa xỉ nhất. Bộ sưu tập đầu tiên này được thiết kế để xếp lớp và kết hợp để tạo ra một mùi hương thực sự của riêng bạn. Lấy cảm hứng từ di sản phong phú của Trung Đông KAYALI phản ánh những khả năng cá tính và mong muốn vô hạn để tôn vinh và nâng cao những tầng lớp vô hạn của một người.</p><p><br></p><p>""Vẻ đẹp riêng biệt là điều chúng tôi rất đam mê và KAYALI là tất cả về việc khám phá mùi hương độc đáo của riêng bạn. Một mùi hương cho mọi tầng lớp của bạn.""—Mona Kattan</p><p><br></p><p>""Khứu giác là giác quan mạnh mẽ nhất trong tất cả các giác quan và rất nhiều ký ức của tôi gắn liền với một mùi hương cụ thể. Tôi có thể hồi tưởng lại thời gian và địa điểm trong tâm trí khi ngửi thấy một mùi hương nhất định—nó chỉ có sức mạnh đưa tôi đi. Những gì chúng tôi muốn đạt được với KAYALI là một bộ sưu tập nước hoa mời gọi sự khám phá và sáng tạo để tạo ra những mùi hương thực sự của riêng họ.""—Huda Kattan</p><p><br></p><p>Vanilla | 28 có nguồn gốc tự nhiên vì vậy màu sắc có thể thay đổi theo thời gian điều này là điển hình của một người sành ăn. Điều này không ảnh hưởng đến mùi hương hoặc độ bền.</p>",https://www.sephora.com/product/kayali-vanilla-P439406?skuId=2599900&amp;icid2=products grid:p439406:product
2599967,Vanilla Royale Sugared Patchouli | 64 Eau de Parfum Intense,Vanilla Royale Sugared Patchouli | 64 Eau de Parfum Intense,KAYALI,"1275000,000",,1.7 oz / 50 mL,Nữ,https://www.sephora.com/productimages/sku/s2599967-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2599967-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p502074-av-1-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p502074-av-1-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p502074-av-2-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p502074-av-2-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p502074-av-3-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p502074-av-3-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p502074-av-4-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p502074-av-4-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p502074-av-5-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p502074-av-5-zoom.jpg?imwidth=96 2x,"<b>Nhóm hương thơm:</b> Ấm áp &amp; Cay nồng<br><br><b>Loại hương thơm:</b> Ấm áp &amp; Sweet Gourmands<br><br><b>Ghi chú chính:</b> Golden Rum Vanilla Surabsolute và Sugared Patchouli<br><br><b>Mô tả hương thơm:</b> Đây là một loại nước hoa quyến rũ nồng nàn ấm áp và cay nồng lấy cảm hứng từ Vanilla 28 được tăng cường với sự tương phản kỳ lạ của vani surabsolute ngọt ngào rượu rum vàng nhẹ nhàng và hoắc hương đường đậm đà kết hợp với hương crème brulée và hương oud hoàng gia tạo nên một mùi hương xa hoa và đồi trụy hoàn hảo cho mọi dịp.<br><br><b>Về chai:</b> Loại nước hoa này được đựng trong chai đặc trưng KAYALI màu vàng sang trọng với nắp vàng và lớp hoàn thiện bằng kim loại.<br><br><b>Về hương thơm:</b> ""Không có gì bí mật khi tôi là người yêu thích vani và MÊ MẾN những loại nước hoa gourmand. Tôi nghiện những phẩm chất ngọt ngào và quyến rũ mà hương thơm này mang lại cho một loại nước trái cây và tôi luôn muốn tạo ra một phiên bản đồi trụy và mãnh liệt hơn. ""—Mona Kattan",https://www.sephora.com/product/vanilla-royale-sugared-patchouli-|-64-eau-de-parfum-intense-P502074?skuId=2599967&amp;icid2=products grid:p502074:product
2600534,Princess Eau de Parfum Travel Spray,Princess Eau de Parfum Travel Spray,KILIAN Paris,"472000,000",,0.33 oz / 10 mL eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2600534-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2600534-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p433938-av-7-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p433938-av-7-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p433938-av-8-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p433938-av-8-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p433938-av-9-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p433938-av-9-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p433938-av-06-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p433938-av-06-zoom.jpg?imwidth=96 2x,"<p><strong>Nhóm hương: </strong>Ấm áp &amp; Cay</p><p><br></p><p><strong>Loại mùi hương: </strong>Ấm áp &amp; Ngọt ngào Gourmands</p><p><br></p><p><strong>Hương chính: </strong>Gừng Trà xanh Kẹo dẻo</p><p><br></p><p><strong>Về mùi hương: </strong>Kilian đã tạo ra My Kind Of Love một bộ sưu tập nước hoa hoàn toàn mới dành cho những người yêu nhau trẻ tuổi: bốn mùi hương—Princess Kissing Adults và Boys—để vui vẻ tán tỉnh và tự do chơi đùa mỗi mùi hương là một tuyên bố táo bạo một sự thật hoặc một thử thách để yêu theo cách rất riêng của bạn.</p><p>""Tôi muốn bộ sưu tập này có nhiều lớp hương và hợp âm mà tôi được biết đến nhưng được xây dựng xung quanh một thành phần chính khác thường đáng ngạc nhiên và dễ nhận biết ngay lập tức.""—Kilian Hennessy</p>",https://www.sephora.com/product/princess-eau-de-parfum-travel-spray-P433938?skuId=2600534&amp;icid2=products grid:p433938:product
2600542,Can't Stop Loving You,Can't Stop Loving You,KILIAN Paris,"3762000,000",,1.7 oz / 50 mL eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2600542-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2600542-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p504776-av-1-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p504776-av-1-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p504776-av-2-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p504776-av-2-zoom.jpg?imwidth=96 2x,"<p><strong>Nhóm hương:</strong> Hoa</p><p><br></p><p><strong>Loại mùi hương:</strong> Hoa ấm áp</p><p><br></p><p><strong>Ghi chú chính:</strong> Hoa cam Ciste Labadanum Vani</p><p><br></p><p><strong>Mô tả hương thơm:</strong> Hương thơm này mở đầu bằng hoa cam paradisone. Nó bao gồm mật ong từ Provence để tạo nên nét Pháp ngọt ngào. Tinh chất vani từ Madagascar mang đến hương vị ẩm thực đậm đà trong khi rêu sồi mang đến cường độ đất.</p><p><br></p><p><strong>Về chai:</strong> Chai nước hoa Narcotics này có thể được nạp lại vô thời hạn bởi vì như chính Kilian đã nói ""Sự sang trọng thực sự phải tồn tại mãi mãi."" Chai này được trang trí bằng lớp sơn mài trắng đặc biệt và được khắc tỉ mỉ ở mỗi mặt với hình ảnh khiên Achilles. Như Kilian đã nói ""Trong ngành nước hoa sự quyến rũ cũng quan trọng như sự bảo vệ.""&nbsp;</p><p><br></p><p><strong>Về hương thơm:&nbsp;</strong>Vừa rực rỡ vừa u ám hương hoa này đặt sự bình yên vào thế nguy hiểm. Bên cạnh việc phát triển ở Andalusia Tây Ban Nha nơi Kilian chọn xây dựng ngôi nhà của mình hương hoa cam chính là biểu tượng tuyệt đẹp của tình yêu vĩnh cửu.</p>",https://www.sephora.com/product/can-t-stop-loving-you-P504776?skuId=2600542&amp;icid2=products grid:p504776:product
2603231,Flora Gorgeous Jasmine Eau de Parfum,Flora Gorgeous Jasmine Eau de Parfum,Gucci,"2142000,000",,3.3 oz / 100 mL eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2603231-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2603231-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2603231-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2603231-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2603231-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2603231-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2603231-av-03-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2603231-av-03-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2603231-av-04-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2603231-av-04-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2603231-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2603231-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2603231-av-06-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2603231-av-06-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hoa<br><br><b>Loại mùi hương:</b> Hoa cổ điển<br><br><b>Hương chính:</b> Tinh chất quýt Hoa nhài Grandiflorum Gỗ đàn hương<br><br><b>Mô tả hương thơm:</b> Hãy bước vào một chiều không gian mới của sự tự do không bị ràng buộc với Gucci Flora Gorgeous Jasmine Eau de Parfum. Tràn ngập hương hoa nhài grandiflorum gợi cảm đây là loại nước hoa thứ hai gia nhập thế giới vui tươi của #FloraFantasy.<br><br><b>Về chai:</b> Chai màu ngọc lam dài được niêm phong bằng họa tiết Flora by Gucci đặc trưng để tạo nên nét hoàn thiện kỳ diệu.,https://www.sephora.com/product/flora-gorgeous-jasmine-eau-de-parfum-P501141?skuId=2603231&amp;icid2=products grid:p501141:product
