SKU,Name,Brand,RegularPrice,SalePrice,Size,Categories,Images,Gallery,Description,Link
2493955,EDEN JUICY APPLE | 01 Eau De Parfum,KAYALI,"$13,800 ",,3.4 oz/ 100 mL eau de parfum spray,N?,"https://www.sephora.com/productimages/sku/s2493955-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2493955-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p479717-av-10-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479717-av-10-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p479717-av-20-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479717-av-20-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p479717-av-15-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479717-av-15-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2493955-av-1-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2493955-av-1-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> Hoa<br><br><b>Lo?i mùi h??ng:</b> Hoa trái cây<br><br><b>Ghi chú chính:</b> Táo ?? m?ng n??c, Qu? m?ng d?i, Hoa nhài<br><br><b>Mô t? mùi h??ng:</b> Vui t??i, s?ng ??ng và bùng n? v?i thái ??, mùi h??ng th?m ngon này là s? k?t h?p h?p d?n, ngon mi?ng c?a táo ?? giòn, m?ng n??c, qu? m?ng ng?t ngào và h??ng hoa t??i ???c ?an xen vào nhau thành m?t bó hoa h?nh phúc không h?i ti?c. H??ng ??u bao g?m táo ?? m?ng n??c, nho ?en, b??i h?ng và v?i thi?u. H??ng gi?a là qu? m?ng d?i, hoa mâm xôi, hoa nhài và hoa h?ng centifolia. H??ng cu?i bao g?m hoa vani, tinh th? h? phách, rêu ???ng và x? h??ng g?i c?m.<br><br><b>V? chai:</b> M?t chai ??c tr?ng c?a Kayali màu ?? trong m?.<br><br><b>V? mùi h??ng:</b> Tình yêu c?a Mona dành cho Eden Juicy Apple | 01 b?t ??u t? ngày ??u tiên. Qu? táo t??ng tr?ng là m?t ph?n quan tr?ng trong ngu?n c?m h?ng c?a Mona, m?t h??ng n??c hoa h?p d?n th? hi?n khía c?nh vui v?, h?p d?n và tán t?nh c?a lo?i n??c ép này và mang l?i ni?m vui và h?nh phúc ngay t? l?n x?t ??u tiên. ""Eden là m?t lo?i n??c ép r?t ??c bi?t, r?t khác bi?t so v?i b?t k? lo?i nào khác mà chúng tôi ?ã làm tr??c ?ây trong b? s?u t?p. ?ây là m?t lo?i n??c ép trái cây-hoa s?ng ??ng, và h??ng chính là qu? táo ?? m?ng n??c, ngay khi b?n ng?i th?y lo?i n??c ép này, b?n s? ngay l?p t?c c?m nh?n ???c tác d?ng c?a các thành ph?n th?m ngon!"" –Mona Kattan, ng??i sáng l?p Kayali",https://www.sephora.com/product/huda-beauty-kayali-eden-juicy-apple-|-01-P479717?skuId=2493955&amp;icid2=products grid:p479717:product
2531812,Miss Dior Eau de Parfum Roller-Pearl,DIOR,"$5,600 ",,0.7 oz/ 20 mL,N?,"https://www.sephora.com/productimages/sku/s2531812-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2531812-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p480439-av-01-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480439-av-01-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p480439-av-02-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480439-av-02-zoom.jpg?imwidth=96 2x","<p><strong>Nhóm h??ng:</strong> H??ng hoa</p><p><br></p><p><strong class=""ql-size-normal"">Lo?i mùi h??ng:</strong><span class=""ql-size-normal""> H??ng hoa ?m áp</span></p><p><br></p><p><strong class=""ql-size-normal"">H??ng chính: </strong><span class=""ql-size-normal"">Hoa linh lan, Hoa h?ng Centifolia, X? h??ng m?m m?i</span></p><p><br></p><p><strong class=""ql-size-normal"">Mô t? h??ng th?m:</strong><span class=""ql-size-normal""> Trong m?t lo?i n??c hoa ?m áp và có h??ng hoa, h??ng t??i mát c?a hoa linh lan, hoa m?u ??n cay n?ng và hoa diên v? d?ng b?t ngay l?p t?c ?ánh th?c các giác quan trong m?t bó hoa r?c r?.</span></p><p><br></p><p><strong class=""ql-size-normal"">Thông tin v? chai:</strong><span class=""ql-size-normal""> L?y c?m h?ng t? th?i trang n?, bi?u t??ng Chai n??c hoa Miss Dior có m?t chi?c n? d?t th? công t? 346 s?i ch? nhi?u màu s?c ?? t?o nên nét th? công c?a Dior.</span></p><p><br></p><p><strong class=""ql-size-normal"">V? h??ng th?m:</strong><span class=""ql-size-normal""> “T?t c? các giác quan c?a chúng ta ??u ???c ?ánh th?c b?i s? g?i c?m c?a bó hoa Miss Dior Eau de Parfum m?i. Nó tôn vinh nh?ng bông h?ng nhung và g?i c?m—???c tô ?i?m thêm b?i m?t bông hoa linh lan t??i và hoa m?u ??n cay n?ng—???c bao b?c b?i m?t bông hoa diên v? ph?n.” —Nhà sáng t?o n??c hoa Dior</span></p>",https://www.sephora.com/product/dior-miss-dior-eau-de-parfum-roller-pearl-P480439?skuId=2531812&amp;icid2=products grid:p480439:product
2541399,Donna Born in Roma Coral Fantasy Eau de Parfum,Valentino,"$16,500 ",,3.4 oz/100 mL,N?,"https://www.sephora.com/productimages/sku/s2541399-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2541399-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p480365-av-23-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480365-av-23-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p480365-av-10-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480365-av-10-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p480365-av-21-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480365-av-21-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p480365-av-22-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480365-av-22-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2541399-av-20-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2541399-av-20-zoom.jpg?imwidth=96 2x","<p><strong>Nhóm h??ng:</strong> H??ng hoa</p><p><br></p><p><strong>Lo?i mùi h??ng:</strong> H??ng trái cây, h??ng hoa</p><p><br></p><p><strong>H??ng chính:</strong> Cam, hoa nhài, hoa h?ng</p><p><br></p><p><strong>Mô t? mùi h??ng:</strong> B?u tr?i san hô c?a Rome t?o c?m h?ng cho m?t lo?i n??c hoa h??ng hoa, trái cây ???c hòa quy?n v?i h??ng cam t??i sáng và m?ng n??c, ???c t?ng c??ng b?i h??ng hoa h?ng và ???c k?t h?p v?i hoa nhài ?? t?o ra Donna Born in Roma Coral Fantasy Eau de Parfum.</p><p><br></p><p><strong>V? chai:</strong> Lo?i n??c hoa này ???c l?y c?m h?ng t? các h?a ti?t ch?m kh?c trên các cung ?i?n Ý và ban ??u ???c t?o ra cho ?? da; ?inh tán ?á ?ã tr? thành m?t trong nh?ng mã bi?u t??ng nh?t c?a Maison Valentino. ?inh tán hình kim t? tháp s?c s?o này là m?t ph?n trong bi?u t??ng c?a Ngôi nhà và là bi?u t??ng m?nh m? c?a Rome. Born In Roma Coral Fantasy Eau de Parfum l?y c?m h?ng màu s?c t? gi? hoàng hôn tuy?t ??p c?a thành ph? v?nh c?u. Chai n??c hoa ???c t?o nên t? tuyên b? táo b?o này v? san hô, l?y c?m h?ng t? n?ng l??ng c?a gi? phút k? di?u này trên ???ng ph? Rome.</p><p><br></p><p><strong>V? h??ng th?m:</strong> L?y c?m h?ng t? ánh sáng c?a Rome lúc hoàng hôn, Born in Roma Coral Fantasy là m?t lo?i n??c hoa trái cây, hoa dành cho ph? n? ???c ti?p thêm n?ng l??ng b?i h??ng cam. ???c pha tr?n v?i h??ng h?t ambrette và x? h??ng, Eau de Parfum này ???c truy?n vào h??ng gi?a c?a hoa nhài và hoa h?ng ?? t?o nên h??ng th?m t??i sáng, n? tính cho ph? n?.</p>",https://www.sephora.com/product/valentino-born-in-roma-coral-fantasy-eau-de-parfum-P480365?skuId=2541399&amp;icid2=products grid:p480365:product
2541530,Bloom Eau De Toilette,Gucci,"$6,600 ",,1.7 oz/ 50 mL,N?,"https://www.sephora.com/productimages/sku/s2541530-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2541530-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p481991-av-14-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p481991-av-14-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p481991-av-13-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p481991-av-13-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p481991-av-12-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p481991-av-12-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p481991-av-15-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p481991-av-15-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2541530-av-20-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2541530-av-20-zoom.jpg?imwidth=96 2x","<p><strong class=""ql-size-normal"">Nhóm h??ng:</strong><span class=""ql-size-normal""> H??ng hoa</span></p><p><br></p><p><strong class=""ql-size-normal"">Lo?i mùi h??ng:</strong><span class=""ql-size-normal""> H??ng hoa c? ?i?n</span></p><p><br></p><p><strong class=""ql-size-normal"">Ghi chú chính:</strong><span class=""ql-size-normal""> Hoa nhài, Hoa hu?, H??ng cam ??ng</span></p><p><br></p><p><strong class=""ql-size-normal"">Mô t? h??ng th?m:</strong><span class=""ql-size-normal""> S? b? sung m?i nh?t cho bó hoa Bloom là m?t phiên b?n nh? nhàng h?n, r?c r? h?n c?a ??c tr?ng Bloom, nh? nhàng khuy?n khích ph? n? Bloom tr? thành phiên b?n chân th?c nh?t c?a chính h?.</span></p><p><br></p><p><strong class=""ql-size-normal"">V? chai:</strong><span class=""ql-size-normal""> H??ng th?m ???c trình bày trong m?t chai th?y tinh hình vuông màu h?ng m? và sáng ?? mang l?i s? t??i mát và s?c s?ng. </span></p><p><br></p><p><strong class=""ql-size-normal"">V? h??ng th?m:</strong><span class=""ql-size-normal""> ???c ??c tr?ng b?i b? ba hoa nhài, hoa hu? và cây Rangoon, gi? ?ây ???c th?p sáng b?i h??ng cam Neroli ng?t ngào. Gi?ng nh? mùi h??ng lan t?a nh? tên g?i c?a nó, ph? n? Gucci Bloom n? r? theo cách t? nhiên, bi?u c?m và riêng bi?t, không có gi?i h?n thông th??ng. </span></p>",https://www.sephora.com/product/gucci-bloom-eau-de-toilette-P481991?skuId=2541530&amp;icid2=products grid:p481991:product
2543627,Voce Viva Intensa Eau de Parfum,Valentino,"$3,500 ",,.33 oz / 10 mL,N?,"https://www.sephora.com/productimages/sku/s2543627-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2543627-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p474381-av-05-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p474381-av-05-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p474381-av-10-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p474381-av-10-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p474381-av-26-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p474381-av-26-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> Hoa<br><br><b>Lo?i mùi h??ng:</b> Hoa ?m áp<br><br><b>Ghi chú chính:</b> Cam Bergamot, Hoa nhài nguyên ch?t, Chi?t xu?t Vani Bourbon<br><br><b>Mô t? h??ng th?m:</b> H??ng th?m hoa táo b?o dành cho ph? n? này m? ??u b?ng nh?ng n?t h??ng t??i sáng c?a cam Bergamot Calabria và h??ng quýt trên n?n h??ng gi?a là hoa cam nguyên ch?t và hoa nhài ?n ?? grandiflorum. ? t?ng h??ng cu?i, h??ng vani hòa quy?n v?i h??ng rêu pha lê mát l?nh mang ??n s? hòa quy?n gi?a t??i mát và m?nh m?.<br><br><b>V? chai:</b> Kh?i th?y tinh bóng b?y ph?n chi?u ánh sáng xuyên qua mùi h??ng vàng óng, cho phép ánh sáng hình ch? V xu?t hi?n. Hình vuông và khía ? hai bên, nh?ng chi?c ?inh ?á ??c tr?ng tô ?i?m cho ph?n trên và c? chai t?o nên v? thanh l?ch hi?n ??i, s?c s?o. Ph?n ánh mùi h??ng lãng m?n c?a ph? n?, chai n??c hoa ???c ?ánh d?u b?ng s?c ?? tía ??m—bi?u t??ng c?a s?c m?nh và s? quy?n r?.<br><br><b>V? h??ng th?m:</b> M?t bài ca ng?i s? n? tính ?a di?n, lo?i n??c hoa hoa n?ng nàn này tôn vinh ti?ng nói ??c ?áo c?a m?i ng??i ph? n?, ??a ra l?i m?i g?i hãy tuyên b? ??c m? c?a b?n và s?ng theo ??c m? ?ó. Ti?ng nói c?a tôi, s?c m?nh c?a tôi.",https://www.sephora.com/product/valentino-voce-viva-intensa-eau-de-parfum-P474381?skuId=2543627&amp;icid2=products grid:p474381:product
2543635,Born in Roma Coral Fantasy Eau de Parfum Travel Spray,Valentino,"$3,500 ",,0.33 oz/ 10 mL,N?,"https://www.sephora.com/productimages/sku/s2543635-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2543635-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p480364-av-13-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480364-av-13-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p480364-av-10-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480364-av-10-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p480364-av-12-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480364-av-12-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p480364-av-11-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p480364-av-11-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2543635-av-20-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2543635-av-20-zoom.jpg?imwidth=96 2x","<p><strong>Nhóm h??ng:</strong> H??ng hoa</p><p><br></p><p><strong>Lo?i mùi h??ng:</strong> H??ng trái cây, h??ng hoa</p><p><br></p><p><strong>H??ng chính:</strong> Cam, hoa nhài, hoa h?ng</p><p><br></p><p><strong>Mô t? mùi h??ng:</strong> B?u tr?i san hô c?a Rome t?o c?m h?ng cho m?t lo?i n??c hoa h??ng hoa, trái cây ???c hòa quy?n v?i h??ng cam t??i sáng và m?ng n??c, ???c t?ng c??ng b?i h??ng hoa h?ng và ???c k?t h?p v?i hoa nhài ?? t?o ra Donna Born in Roma Coral Fantasy Eau de Parfum.</p><p><br></p><p><strong>V? chai:</strong> Lo?i n??c hoa này ???c l?y c?m h?ng t? các h?a ti?t ch?m kh?c trên các cung ?i?n Ý và ban ??u ???c t?o ra cho ?? da; ?inh tán ?á ?ã tr? thành m?t trong nh?ng mã bi?u t??ng nh?t c?a Maison Valentino. ?inh tán hình kim t? tháp s?c s?o này là m?t ph?n trong bi?u t??ng c?a Ngôi nhà và là bi?u t??ng m?nh m? c?a Rome. Born In Roma Coral Fantasy Eau de Parfum l?y c?m h?ng màu s?c t? gi? hoàng hôn tuy?t ??p c?a thành ph? v?nh c?u. Chai n??c hoa ???c t?o nên t? tuyên b? táo b?o này v? san hô, l?y c?m h?ng t? n?ng l??ng c?a gi? phút k? di?u này trên ???ng ph? Rome.</p><p><br></p><p><strong>V? h??ng th?m:</strong> L?y c?m h?ng t? ánh sáng c?a Rome lúc hoàng hôn, Born in Roma Coral Fantasy là m?t lo?i n??c hoa trái cây, hoa dành cho ph? n? ???c ti?p thêm n?ng l??ng b?i h??ng cam. ???c pha tr?n v?i h??ng h?t ambrette và x? h??ng, Eau de Parfum này ???c truy?n vào h??ng gi?a c?a hoa nhài và hoa h?ng ?? t?o nên h??ng th?m t??i sáng, n? tính cho ph? n?.</p>",https://www.sephora.com/product/valentino-born-in-roma-coral-fantasy-eau-de-parfum-travel-spray-P480364?skuId=2543635&amp;icid2=products grid:p480364:product
2544484,Her Eau De Toilette,BURBERRY,"$14,200 ",,3.3 oz/ 100 mL eau de toilette spray,N?,"https://www.sephora.com/productimages/sku/s2544484-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2544484-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p479713-av-24-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479713-av-24-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p479713-av-21-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479713-av-21-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p479713-av-23-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479713-av-23-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p479713-av-22-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479713-av-22-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> H??ng hoa<br><br><b>Lo?i mùi h??ng:</b> H??ng hoa trái cây<br><br><b>Ghi chú chính:</b> Qu? lê xanh, Hoa m?u ??n, X? h??ng<br><br><b>Mô t? mùi h??ng:</b> H??ng hoa m?u ??n n? r? hòa quy?n v?i h??ng ??u là qu? lê xanh t??i mát và m?ng n??c ???c t?ng c??ng v?i kim ngân hoa và hoa h?ng và ???c làm d?u ?i b?i h??ng g? gây nghi?n. Gi?i thi?u Her Eau de Toilette dành cho ph? n?, mùi h??ng BURBERRY phóng khoáng dành cho ng??i ph? n? hi?n ??i. <br><br><b>V? chai:</b> Truy?n th?ng hòa quy?n v?i hi?n ??i trong thi?t k? th?y tinh gi?n d? c?a chai n??c hoa Her Eau de Toilette. ???c làm m?i trong màu xanh lá cây h? tr?n v?i d?i ruy b?ng bi?u t??ng phù h?p, thi?t k? n?m b?t ???c b?n ch?t t? phát và ??y nhi?t huy?t c?a mùi h??ng BURBERRY.<br><br><b>V? mùi h??ng:</b> V?i Eau de Toilette n? tính m?nh m?, g??ng m?t m?i c?a BURBERRY Her: Fran Summers. Khi khám phá thành ph?, n?ng l??ng quy?n r?, s? t? tin và cá tính t? nhiên c?a Fran th? hi?n b?n ch?t c?a ng??i ph? n? BURBERRY hi?n ??i. Mê m?n, cô nhìn th? gi?i c?a mình t? m?t góc nhìn m?i.",https://www.sephora.com/product/burberry-her-eau-de-toilette-P479713?skuId=2544484&amp;icid2=products grid:p479713:product
2546125,Mon Paris Eau de Toilette Lumiere,Yves Saint Laurent,"$10,000 ",,1.7 oz / 50 mL,N?,"https://www.sephora.com/productimages/sku/s2546125-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2546125-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p500170-av-4-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p500170-av-4-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> Hoa<br><br><b>Lo?i mùi h??ng:</b> Hoa trái cây <br><br><b>Ghi chú chính:</b> B??i, Hoa cà ??c d??c và Hoa h?ng, Cây ho?c h??ng<br><br><b>Mô t? h??ng th?m:</b> Hoa cà ??c d??c say ??m hòa quy?n v?i hoa sen tr?ng l?p lánh t??ng ph?n v?i tinh d?u hoa h?ng và ho?c h??ng trong h??ng hoa d??i n??c r?c r? này. M?t s? di?n gi?i nh? nhàng và r?c r? v? ni?m ?am mê c?a ng??i Paris, Mon Paris Eau de Toilette Lumière xu?t hi?n nh? m?t bó hoa gi?a thành ph? tình yêu.<br><br><b>V? chai:</b> Chi?c lavalliere trên c? chai Mon Paris Lumiere mang m?t nét tinh t? m?i. L?y c?m h?ng t? nh?ng chi?c áo cánh trong su?t c?a Saint Laurent, m?t l?p v?i organza ?en ?? l?p v?i satin màu nude l?p lánh.",https://www.sephora.com/product/mon-paris-eau-de-toilette-lumiere-P500170?skuId=2546125&amp;icid2=products grid:p500170:product
2549236,APRÈS Eau de Parfum,Ellis Brooklyn,"$6,600 ",,1.7 oz/ 50 mL Eau de Parfum Spray,N?,"https://www.sephora.com/productimages/sku/s2549236-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2549236-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p479314-av-15-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479314-av-15-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p479314-av-05-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479314-av-05-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p479314-av-20-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479314-av-20-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p479314-av-10-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p479314-av-10-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2549236-av-20-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2549236-av-20-zoom.jpg?imwidth=96 2x","<b>Nhóm h??ng:</b> H??ng ??t &amp; H??ng g?<br><br><b>Lo?i mùi h??ng:</b> H??ng g? ?m áp<br><br><b>Ghi chú chính:</b> Qu? bách xù, Bourbon, G? tuy?t tùng<br><br><b>Mô t? mùi h??ng:</b> Mùi không khí trong lành c?a vùng núi cao, mùi cây th??ng xanh t??i mát, và h??ng v? ??m ?à c?a r??u bourbon, praline và vani. Après m? ??u v?i h??ng s??ng s?m nh? tuy?t ??u mùa và chuy?n thành h??ng g? n?ng nàn pha l?n gia v? và v? ng?t. Gây nghi?n và h?p d?n, Après có c?u trúc ??p m?t v?i ?? t?a h??ng m?nh m? và l?u h??ng lâu.<br><br><b>V? chai:</b> Chai th?y tinh màu xanh lá cây r?ng r?m g?i lên nh?ng cây th??ng xanh t??i mát và không khí ngoài tr?i giá l?nh.<br><br><b>V? h??ng th?m:</b> ""Anh ?y b? ch? ng? b?i s? dâng trào mãnh li?t c?a cu?c s?ng, làn sóng th?y tri?u c?a s? t?n t?i, ni?m vui hoàn h?o c?a t?ng c?, kh?p và gân riêng bi?t trong ?ó m?i th? không ph?i là cái ch?t, r?ng nó r?c r? và tràn lan, th? hi?n b?n thân b?ng chuy?n ??ng, bay l??n hân hoan d??i nh?ng vì sao."" —Jack London, ""Ti?ng g?i n?i hoang dã""<br><br>CLEAN t?i Sephora là cam k?t c?a chúng tôi trong vi?c cung c?p các công th?c v??t ra ngoài các tiêu chu?n theo quy ??nh ?? tránh các thành ph?n gây tranh cãi mà không ?nh h??ng ??n hi?u qu?.",https://www.sephora.com/product/ellis-brooklyn-apres-eau-de-parfum-P479314?skuId=2549236&amp;icid2=products grid:p479314:product
2552511,SUN FRUIT Eau de Parfum,Ellis Brooklyn,"$11,000 ",,1.7 oz/ 50 mL  eau de parfum spray,N?,"https://www.sephora.com/productimages/sku/s2552511-main-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2552511-main-zoom.jpg?imwidth=96 2x","https://www.sephora.com/productimages/product/p482672-av-16-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p482672-av-16-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p482672-av-05-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p482672-av-05-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p482672-av-10-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p482672-av-10-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p482672-av-15-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/product/p482672-av-15-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2552511-av-20-zoom.jpg?imwidth=48 1x, https://www.sephora.com/productimages/sku/s2552511-av-20-zoom.jpg?imwidth=96 2x","<p><strong>Nhóm h??ng:</strong> H??ng hoa</p><p><br></p><p><strong>Lo?i mùi h??ng:</strong> H??ng hoa trái cây</p><p><br></p><p><strong>Ghi chú chính:</strong> Qu? sung t??i, Hoa nhài hái b?ng tay, Vani Planifolia</p><p><br></p><p><strong>Mô t? mùi h??ng:</strong> L?y c?m h?ng t? nh?ng v?t rám n?ng, trái cây chín và làn da tr?n, lo?i n??c hoa này là s? pha tr?n kem và không h? h?i h?n c?a qu? sung t??i, cam bergamot, hoa nhài hái b?ng tay, hoa anh th?o, d?a và vani. Gây nghi?n và ??y khát v?ng, ?ây là lo?i mùi h??ng truy?n c?m h?ng cho nh?ng gi?c m? ban ngày v? k? ngh?.</p><p><br></p><p><strong>V? chai:</strong> Chai n??c hoa g?i nh? ??n nh?ng màu s?c t??i sáng c?a mi?n Nam n??c Ý.</p><p><br></p><p><strong>V? mùi h??ng:</strong> L?y c?m h?ng t? m?t bài th? c?a Emily Dickinson v? trái c?m, lo?i n??c hoa này là s? tái t?o c?a h??ng hoa trái cây. H??ng th?m này vô cùng l?ng l?y và g?i c?m.</p><p><br></p><p></p><br><br>CLEAN t?i Sephora là cam k?t c?a chúng tôi trong vi?c cung c?p các công th?c v??t qua các tiêu chu?n quy ??nh ?? tránh các thành ph?n gây tranh cãi mà không ?nh h??ng ??n hi?u qu?.",https://www.sephora.com/product/ellis-brooklyn-sun-fruit-eau-de-parfum-P482672?skuId=2552511&amp;icid2=products grid:p482672:product
